fips,state_votes,state_po,county_votes,trump_share,trumpvotes,totalvotes,county_income,income_per_capita,county_college,percent_college,county_demographics,percent_male,percent_black,percent_hispanic,population,percent_under_5,percent_5_9,percent_10_14,percent_15_19,percent_20_24,percent_25_34,percent_35_44,percent_45_54,percent_55_59,percent_60_64,percent_65_74,percent_75_84,percent_85_over,percent_14_under,percent_15_24,percent_55_64,percent_75_over,county_industry,percent_retail,percent_transportation,percent_hes,county_rural,pop_rural,total_pop,percent_rural,pop_with_char,county_rural_housing,housing_rural,total_housing,percent_housing_rural,housing_with_char
13051,Georgia,GA,Chatham,0.40741203117476055,45688,112142,"Chatham County, Georgia",30664,"Chatham County, Georgia",33.2,"Chatham County, Georgia",48.2,41.5,6.3,287049,6.5,5.9,6,6.5,8.2,16.7,12.2,11.7,6.3,5.6,8.6,4,1.8,18.4,14.7,11.899999999999999,5.8,"Chatham County, Georgia",12.4,7.7,23.5,"Chatham County, Georgia",11944,265128,0.045049938143085604,TRUE,"Chatham County, Georgia",5604,119323,0.04696496065301744,TRUE
13053,Georgia,GA,Chattahoochee,0.5402877697841727,751,1390,"Chattahoochee County, Georgia",23651,"Chattahoochee County, Georgia",33.4,"Chattahoochee County, Georgia",66.6,22.8,15.4,10767,8.3,6.4,5.2,12.9,21.9,21.7,9.9,5.7,1.7,2.5,2.5,1.2,0.1,19.900000000000002,34.8,4.2,1.3,"Chattahoochee County, Georgia",10,2.3,23.2,"Chattahoochee County, Georgia",3326,11267,0.2951983669122215,FALSE,"Chattahoochee County, Georgia",1613,3376,0.4777843601895735,FALSE
13055,Georgia,GA,Chattooga,0.7830828889966068,6462,8252,"Chattooga County, Georgia",18209,"Chattooga County, Georgia",9.8,"Chattooga County, Georgia",51.8,10.7,5,24817,5.5,6.8,6.5,6,6.3,12.3,12.9,13.3,7,6.4,9.9,5.3,1.7,18.8,12.3,13.4,7,"Chattooga County, Georgia",9.5,3.4,17.1,"Chattooga County, Georgia",14974,26015,0.5755910051893138,FALSE,"Chattooga County, Georgia",6717,10977,0.6119158239956273,FALSE
13057,Georgia,GA,Cherokee,0.719804003819962,80649,112043,"Cherokee County, Georgia",35199,"Cherokee County, Georgia",37,"Cherokee County, Georgia",49.3,7.8,10.3,241910,6.1,6.8,7.8,6.9,5.6,12,14.3,15.2,6.7,5.6,8.5,3.4,0.9,20.7,12.5,12.3,4.3,"Cherokee County, Georgia",12.1,4.2,18.3,"Cherokee County, Georgia",36659,214346,0.1710272176760938,FALSE,"Cherokee County, Georgia",14647,82360,0.17784118504128218,FALSE
13059,Georgia,GA,Clarke,0.2827508004268943,12717,44976,"Clarke County, Georgia",22589,"Clarke County, Georgia",42.7,"Clarke County, Georgia",47.5,28.8,10.7,124602,5.4,4.6,4.8,11.3,18,16.6,11.2,8.9,4.5,4.4,6.1,2.9,1.2,14.8,29.3,8.9,4.1,"Clarke County, Georgia",12.3,3.1,32.5,"Clarke County, Georgia",6839,116714,0.05859622667374951,FALSE,"Clarke County, Georgia",2891,51068,0.0566107934518681,FALSE
13061,Georgia,GA,Clay,0.44461901021209743,566,1273,"Clay County, Georgia",16199,"Clay County, Georgia",7.9,"Clay County, Georgia",49.1,68,0,3001,4.9,5.2,6.9,4.4,5.6,12,10.9,11.3,8.2,7.9,11.6,7.9,3.1,17,10,16.1,11,"Clay County, Georgia",20.3,6.5,18.5,"Clay County, Georgia",3183,3183,1,FALSE,"Clay County, Georgia",2102,2102,1,FALSE
13063,Georgia,GA,Clayton,0.13617419959293123,12645,92859,"Clayton County, Georgia",20419,"Clayton County, Georgia",19.5,"Clayton County, Georgia",46.9,71.3,13.2,278666,7.7,7.8,8,7.2,7.4,15.3,13.6,13.3,5.9,5,5.9,2.1,0.7,23.5,14.600000000000001,10.9,2.8,"Clayton County, Georgia",12.5,14.4,19.8,"Clayton County, Georgia",2303,259424,0.008877359072406563,FALSE,"Clayton County, Georgia",897,104705,0.008566926125781959,FALSE
13065,Georgia,GA,Clinch,0.7034623217922606,1727,2455,"Clinch County, Georgia",16538,"Clinch County, Georgia",11.1,"Clinch County, Georgia",50.8,28.7,5.1,6743,8.4,5.1,9.4,5.7,4.7,14.3,11.6,13.1,6.4,6.2,9.4,4.8,1,22.9,10.4,12.600000000000001,5.8,"Clinch County, Georgia",9.3,4.6,23.8,"Clinch County, Georgia",4108,6798,0.6042953809944102,FALSE,"Clinch County, Georgia",1804,3007,0.5999334885267709,FALSE
13067,Georgia,GA,Cobb,0.4622225446543276,152912,330819,"Cobb County, Georgia",38268,"Cobb County, Georgia",46.5,"Cobb County, Georgia",48.4,29.2,12.8,745057,6.4,6.9,6.7,6.7,6.5,14.5,14.4,14.5,6.5,5.4,7.3,3,1.1,20,13.2,11.9,4.1,"Cobb County, Georgia",11.4,5.4,18.6,"Cobb County, Georgia",1694,688078,0.002461930188147274,FALSE,"Cobb County, Georgia",671,286490,0.0023421410869489336,FALSE
13069,Georgia,GA,Coffee,0.6890406036651096,9588,13915,"Coffee County, Georgia",19709,"Coffee County, Georgia",13.2,"Coffee County, Georgia",51.4,28.8,11.5,42961,6.8,7.5,6.1,7,7.7,13.7,12.9,13.6,5.5,5.9,8.5,3.7,1.1,20.4,14.7,11.4,4.800000000000001,"Coffee County, Georgia",12.3,5.2,22.8,"Coffee County, Georgia",28202,42356,0.6658324676551138,FALSE,"Coffee County, Georgia",11055,17061,0.6479690522243714,FALSE
13071,Georgia,GA,Colquitt,0.7265120375807399,9898,13624,"Colquitt County, Georgia",19173,"Colquitt County, Georgia",12.5,"Colquitt County, Georgia",49.5,23.6,19,45606,7,7.1,8.1,7.1,6.2,12.8,12.8,12.8,6.5,5,8.7,4.7,1.3,22.2,13.3,11.5,6,"Colquitt County, Georgia",13.8,4.1,18,"Colquitt County, Georgia",26821,45498,0.5894984394918458,FALSE,"Colquitt County, Georgia",10468,18311,0.5716782262028289,FALSE
13073,Georgia,GA,Columbia,0.665477348902584,43085,64743,"Columbia County, Georgia",32509,"Columbia County, Georgia",35.1,"Columbia County, Georgia",48.9,18.3,6.4,147295,6.4,7.4,7.4,6.9,5.9,13.8,14,13.5,6.1,6,7.9,3.5,1.2,21.200000000000003,12.8,12.1,4.7,"Columbia County, Georgia",11.4,5.1,26,"Columbia County, Georgia",20131,124053,0.16227741368608578,FALSE,"Columbia County, Georgia",8289,48626,0.17046436063011558,FALSE
13075,Georgia,GA,Cook,0.6894502228826151,4176,6057,"Cook County, Georgia",19778,"Cook County, Georgia",15.5,"Cook County, Georgia",48.6,28.5,5.7,17184,6.6,7.6,7.2,6.5,6.5,11.9,12.6,13.5,6.1,6,9.1,5,1.4,21.4,13,12.1,6.4,"Cook County, Georgia",15.2,4.1,23.2,"Cook County, Georgia",10226,17212,0.5941203811294445,FALSE,"Cook County, Georgia",4297,7287,0.58968025250446,FALSE
13077,Georgia,GA,Coweta,0.6888492995384241,42533,61745,"Coweta County, Georgia",32542,"Coweta County, Georgia",29.8,"Coweta County, Georgia",48.7,18.8,6.8,140516,6.2,7.2,7.3,6.9,5.9,12.2,13.6,15.3,6.6,5.8,8.3,3.7,1.1,20.7,12.8,12.399999999999999,4.800000000000001,"Coweta County, Georgia",11.4,11.6,18.8,"Coweta County, Georgia",41929,127317,0.3293275839047417,FALSE,"Coweta County, Georgia",16464,50171,0.32815770066373007,FALSE
13079,Georgia,GA,Crawford,0.7022797527047914,3635,5176,"Crawford County, Georgia",21102,"Crawford County, Georgia",10.3,"Crawford County, Georgia",51,24.7,1.3,12344,5.2,4.2,8.2,5.9,5.4,10.8,11.7,15.3,10.1,5.6,11.6,5,1.1,17.6,11.3,15.7,6.1,"Crawford County, Georgia",12.6,8.7,22.8,"Crawford County, Georgia",12630,12630,1,FALSE,"Crawford County, Georgia",5292,5292,1,FALSE
13081,Georgia,GA,Crisp,0.6055644302449414,4549,7512,"Crisp County, Georgia",21581,"Crisp County, Georgia",13.7,"Crisp County, Georgia",47.5,44.3,3.3,22846,6.4,7.1,6.7,7.5,6.3,11,11.6,12.2,7.4,6.3,10.3,5.5,1.7,20.2,13.8,13.7,7.2,"Crisp County, Georgia",16.2,4.2,19.8,"Crisp County, Georgia",11023,23439,0.47028456845428557,FALSE,"Crisp County, Georgia",5240,10734,0.48816843674305943,FALSE
13083,Georgia,GA,Dade,0.8091957705863505,5051,6242,"Dade County, Georgia",24028,"Dade County, Georgia",13.9,"Dade County, Georgia",48.9,1.1,2.2,16227,4.7,4.4,6.4,8.6,7.4,10.6,12.4,13.1,7.1,7.2,11,5.1,2,15.500000000000002,16,14.3,7.1,"Dade County, Georgia",10.6,4.9,25.8,"Dade County, Georgia",11997,16633,0.7212769794985872,FALSE,"Dade County, Georgia",5602,7305,0.7668720054757016,FALSE
13085,Georgia,GA,Dawson,0.8414789630259244,9900,11765,"Dawson County, Georgia",32646,"Dawson County, Georgia",30.4,"Dawson County, Georgia",49.3,1.2,4.4,23861,5.7,5.2,6.2,5.9,5.9,11.4,12.1,14.2,6.5,7.4,13,5.3,1.3,17.1,11.8,13.9,6.6,"Dawson County, Georgia",13.1,6.7,20.2,"Dawson County, Georgia",17933,22330,0.803090013434841,FALSE,"Dawson County, Georgia",8661,10425,0.8307913669064748,FALSE
13087,Georgia,GA,Decatur,0.585261520513319,6020,10286,"Decatur County, Georgia",20397,"Decatur County, Georgia",14.6,"Decatur County, Georgia",48.1,41.8,5.9,26833,6.7,6.2,7.5,7.1,6.2,12.8,11.8,13.3,7.4,5.3,9,5.3,1.4,20.4,13.3,12.7,6.699999999999999,"Decatur County, Georgia",14.1,4.2,24.7,"Decatur County, Georgia",15724,27842,0.5647582788592773,FALSE,"Decatur County, Georgia",6805,12125,0.5612371134020618,FALSE
13089,Georgia,GA,DeKalb,0.16351661758118166,51468,314757,"DeKalb County, Georgia",34100,"DeKalb County, Georgia",43.4,"DeKalb County, Georgia",47.3,55.5,8.6,743187,7.1,6.6,6.2,5.8,6.5,16.7,14.5,13.4,6.1,5.5,7.2,3,1.3,19.9,12.3,11.6,4.3,"DeKalb County, Georgia",10.7,6.9,23.4,"DeKalb County, Georgia",1820,691893,0.0026304645371466396,TRUE,"DeKalb County, Georgia",779,304968,0.0025543663597492198,TRUE
13091,Georgia,GA,Dodge,0.7163646739905836,5021,7009,"Dodge County, Georgia",18921,"Dodge County, Georgia",13.7,"Dodge County, Georgia",52.4,29.7,3.5,20919,5.3,4.7,6.6,5.3,6.7,12.9,13.3,14.6,7.5,6.1,10,5.4,1.5,16.6,12,13.6,6.9,"Dodge County, Georgia",9.7,5.1,22.9,"Dodge County, Georgia",15743,21796,0.7222884933015232,FALSE,"Dodge County, Georgia",7168,9857,0.7271989449122451,FALSE
13093,Georgia,GA,Dooly,0.5055713915522156,1951,3859,"Dooly County, Georgia",20259,"Dooly County, Georgia",11.3,"Dooly County, Georgia",54.1,50.3,6.9,13905,4,4.8,5.8,7.1,5.8,11.2,13.7,14,7.2,8,11,5.3,2.1,14.600000000000001,12.899999999999999,15.2,7.4,"Dooly County, Georgia",6.2,8.5,21.2,"Dooly County, Georgia",8006,14918,0.5366671135540957,FALSE,"Dooly County, Georgia",3983,6328,0.629424778761062,FALSE
13095,Georgia,GA,Dougherty,0.3001730865139203,10232,34087,"Dougherty County, Georgia",21180,"Dougherty County, Georgia",21.4,"Dougherty County, Georgia",46.3,70.3,2.7,91049,6.8,6.5,7.1,7.6,8.5,13.4,11.6,11.6,6,6.3,8.7,4.3,1.7,20.4,16.1,12.3,6,"Dougherty County, Georgia",12.1,4.7,27.7,"Dougherty County, Georgia",13201,94565,0.13959710252207477,FALSE,"Dougherty County, Georgia",5659,40801,0.13869758094164358,FALSE
13097,Georgia,GA,Douglas,0.4298209151685199,24817,57738,"Douglas County, Georgia",26621,"Douglas County, Georgia",27.1,"Douglas County, Georgia",47.7,47.4,9.4,141840,6.3,7.3,7.9,7.7,6.5,12.4,14.2,15.1,6.5,5.1,7.1,2.9,0.9,21.5,14.2,11.6,3.8,"Douglas County, Georgia",12.1,10.6,19.1,"Douglas County, Georgia",20863,132403,0.15757195833931256,FALSE,"Douglas County, Georgia",7816,51672,0.1512618052330082,FALSE
13099,Georgia,GA,Early,0.5333333333333333,2552,4785,"Early County, Georgia",17598,"Early County, Georgia",15.6,"Early County, Georgia",46.3,52,2.2,10348,6.4,7.5,6.4,6.3,6.4,10.7,11.1,13.3,5.2,8.2,10.5,5.4,2.8,20.3,12.7,13.399999999999999,8.2,"Early County, Georgia",9.4,6.3,23.8,"Early County, Georgia",7260,11008,0.6595203488372093,FALSE,"Early County, Georgia",3462,4975,0.6958793969849246,FALSE
13101,Georgia,GA,Echols,0.8519458544839256,1007,1182,"Echols County, Georgia",22883,"Echols County, Georgia",8.8,"Echols County, Georgia",49.4,5,24.6,3994,4.7,7,5.4,8.4,3.7,11.3,16.8,15.6,5.2,5.8,9,4.7,2.5,17.1,12.100000000000001,11,7.2,"Echols County, Georgia",15.3,2.6,14.2,"Echols County, Georgia",4034,4034,1,FALSE,"Echols County, Georgia",1558,1558,1,FALSE
13103,Georgia,GA,Effingham,0.7619575411373518,17874,23458,"Effingham County, Georgia",29795,"Effingham County, Georgia",20.1,"Effingham County, Georgia",49.8,14.6,4.2,58689,6.7,7.4,7.8,7.3,5.9,13.5,14.1,14.1,6.8,5.2,7.2,2.9,1,21.900000000000002,13.2,12,3.9,"Effingham County, Georgia",10,10.8,19.3,"Effingham County, Georgia",35035,52250,0.6705263157894736,FALSE,"Effingham County, Georgia",13437,19884,0.6757694628847315,FALSE
13105,Georgia,GA,Elbert,0.6625766871165644,5292,7987,"Elbert County, Georgia",22593,"Elbert County, Georgia",10.8,"Elbert County, Georgia",47.8,30.9,5.6,19212,5.8,5.9,6.8,5.3,5.8,12,11.2,13.1,7.3,7,11.2,6.4,2.1,18.5,11.1,14.3,8.5,"Elbert County, Georgia",11.9,4.1,20,"Elbert County, Georgia",14241,20166,0.7061886343350193,FALSE,"Elbert County, Georgia",6658,9583,0.6947719920692894,FALSE
13107,Georgia,GA,Emanuel,0.6787531806615776,5335,7860,"Emanuel County, Georgia",17981,"Emanuel County, Georgia",12.4,"Emanuel County, Georgia",49.4,35.6,4.5,22499,6.8,6.2,7.9,7.5,5.7,13.5,11.9,12.3,7.3,5.4,9.3,5,1.2,20.9,13.2,12.7,6.2,"Emanuel County, Georgia",9.6,5.3,27.8,"Emanuel County, Georgia",15114,22598,0.6688202495796088,FALSE,"Emanuel County, Georgia",6862,9968,0.6884028892455859,FALSE
13109,Georgia,GA,Evans,0.6653750345972875,2404,3613,"Evans County, Georgia",20537,"Evans County, Georgia",15.5,"Evans County, Georgia",49.4,30.8,11.7,10727,7.3,8.4,6.8,5.9,4.2,14.4,12,12.9,6.2,5.8,9.1,4.7,2.1,22.5,10.100000000000001,12,6.800000000000001,"Evans County, Georgia",10.6,5.8,19.1,"Evans County, Georgia",6741,11000,0.6128181818181818,FALSE,"Evans County, Georgia",2906,4664,0.6230703259005146,FALSE
13111,Georgia,GA,Fannin,0.81544192346766,9632,11812,"Fannin County, Georgia",26665,"Fannin County, Georgia",21.3,"Fannin County, Georgia",48.5,0.4,2.3,24925,4,4,5.9,4.8,4.7,8.6,9.9,12.8,7.9,9.4,17.2,8.2,2.6,13.9,9.5,17.3,10.799999999999999,"Fannin County, Georgia",13.2,5.1,18.2,"Fannin County, Georgia",23682,23682,1,FALSE,"Fannin County, Georgia",16207,16207,1,FALSE
13113,Georgia,GA,Fayette,0.5753779981284783,35048,60913,"Fayette County, Georgia",42126,"Fayette County, Georgia",46.5,"Fayette County, Georgia",48.5,23.4,7.2,111369,4.4,5.7,8,7.9,6.2,8.7,11.2,15.8,8.3,6.6,10.8,4.6,1.7,18.1,14.100000000000001,14.9,6.3,"Fayette County, Georgia",9.6,13.5,19.4,"Fayette County, Georgia",19372,106567,0.18178235288597783,FALSE,"Fayette County, Georgia",7304,40793,0.17905032726203024,FALSE
13115,Georgia,GA,Floyd,0.6967753120665742,24114,34608,"Floyd County, Georgia",25058,"Floyd County, Georgia",20.4,"Floyd County, Georgia",48.3,15.4,10.8,96824,6,6.1,7.3,7.3,7.2,12.4,12.2,12.9,6.4,6.1,9.2,4.9,2,19.4,14.5,12.5,6.9,"Floyd County, Georgia",10.5,3.9,26.2,"Floyd County, Georgia",35466,96317,0.36822160158642814,FALSE,"Floyd County, Georgia",14885,40551,0.3670686296268896,FALSE
13117,Georgia,GA,Forsyth,0.7111615642276091,69851,98221,"Forsyth County, Georgia",41585,"Forsyth County, Georgia",51.7,"Forsyth County, Georgia",49.7,4.1,9.5,219880,6.2,8.1,8.9,7.4,4.8,9.8,16.2,16.6,5.8,4.8,7.2,3.3,0.9,23.200000000000003,12.2,10.6,4.2,"Forsyth County, Georgia",11.8,3.8,17.3,"Forsyth County, Georgia",17414,175511,0.09921885237962293,FALSE,"Forsyth County, Georgia",6746,64052,0.10532067694997814,FALSE
13119,Georgia,GA,Franklin,0.829687132439426,7054,8502,"Franklin County, Georgia",21686,"Franklin County, Georgia",13.5,"Franklin County, Georgia",48.2,10,4.5,22514,6.1,5.6,6.2,7.1,6.8,11.5,11,13.4,7.2,5.7,11.6,5.9,1.9,17.9,13.899999999999999,12.9,7.800000000000001,"Franklin County, Georgia",10.4,6.3,24.4,"Franklin County, Georgia",19639,22084,0.8892863611664553,FALSE,"Franklin County, Georgia",9515,10553,0.9016393442622951,FALSE
13121,Georgia,GA,Fulton,0.2730307308219226,117783,431391,"Fulton County, Georgia",43707,"Fulton County, Georgia",51.4,"Fulton County, Georgia",48.4,45.3,7.3,1021902,6.1,6.5,6.2,6.8,7.3,16.6,14.5,13.9,5.9,5.2,6.8,3,1.3,18.8,14.1,11.100000000000001,4.3,"Fulton County, Georgia",9.6,6.4,18.7,"Fulton County, Georgia",9921,920581,0.010776889811977436,TRUE,"Fulton County, Georgia",4143,437105,0.009478271811120898,TRUE
13123,Georgia,GA,Gilmer,0.8202458310498708,10477,12773,"Gilmer County, Georgia",25812,"Gilmer County, Georgia",20,"Gilmer County, Georgia",50.4,0.8,11.5,29922,5.2,4.3,6.2,5.8,5.4,9.3,10.9,13.5,7,8.9,14.8,6.9,1.7,15.7,11.2,15.9,8.6,"Gilmer County, Georgia",11.6,4.3,18.7,"Gilmer County, Georgia",24796,28292,0.8764315000706914,FALSE,"Gilmer County, Georgia",14951,16564,0.9026201400627868,FALSE
13125,Georgia,GA,Glascock,0.8884892086330936,1235,1390,"Glascock County, Georgia",21076,"Glascock County, Georgia",9,"Glascock County, Georgia",47.8,10.5,1.6,3009,4.5,6.9,6.5,8.3,5.3,8.8,12.5,16.2,7.5,6.5,9.8,5.4,1.8,17.9,13.600000000000001,14,7.2,"Glascock County, Georgia",6.7,7,24.3,"Glascock County, Georgia",3082,3082,1,FALSE,"Glascock County, Georgia",1519,1519,1,FALSE
13127,Georgia,GA,Glynn,0.6278492834836412,21512,34263,"Glynn County, Georgia",31493,"Glynn County, Georgia",29.6,"Glynn County, Georgia",46.9,27.7,6.6,83974,5.9,6.3,6.4,6,6,12.1,11.7,12.9,7.2,6.7,11.3,5.2,2.3,18.6,12,13.9,7.5,"Glynn County, Georgia",12.6,4.8,21.4,"Glynn County, Georgia",16376,79626,0.20566146735990756,FALSE,"Glynn County, Georgia",9043,40716,0.22209942037528244,FALSE
13129,Georgia,GA,Gordon,0.8012553404715439,15191,18959,"Gordon County, Georgia",22448,"Gordon County, Georgia",14.4,"Gordon County, Georgia",49.3,4.8,15.6,56790,6.2,6.4,7.9,6.8,6.2,12.6,13,14.6,6.4,5.8,8.7,4.1,1.3,20.5,13,12.2,5.3999999999999995,"Gordon County, Georgia",10,4.5,16.6,"Gordon County, Georgia",28453,55186,0.5155836625231037,FALSE,"Gordon County, Georgia",11613,22278,0.5212765957446809,FALSE
13131,Georgia,GA,Grady,0.6570064039943558,6053,9213,"Grady County, Georgia",22442,"Grady County, Georgia",14.1,"Grady County, Georgia",48.8,30.8,11.1,24926,6.7,6.3,7.7,5.8,5.5,13.2,10.9,13.4,7.6,5.7,10.2,5,1.9,20.7,11.3,13.3,6.9,"Grady County, Georgia",12,3.4,23.8,"Grady County, Georgia",15597,25011,0.6236056135300467,FALSE,"Grady County, Georgia",6864,10760,0.6379182156133829,FALSE
13133,Georgia,GA,Greene,0.6201988251242657,5490,8852,"Greene County, Georgia",35844,"Greene County, Georgia",25.8,"Greene County, Georgia",48.9,36,6,16976,4,6,6.3,4.9,4.3,10.6,9.6,11,7,8.6,18,8.2,1.6,16.3,9.2,15.6,9.799999999999999,"Greene County, Georgia",9.5,4.3,23.9,"Greene County, Georgia",13235,15994,0.8274978116793797,FALSE,"Greene County, Georgia",7521,8688,0.8656767955801105,FALSE
13135,Georgia,GA,Gwinnett,0.447685415023254,146989,328331,"Gwinnett County, Georgia",29474,"Gwinnett County, Georgia",36.1,"Gwinnett County, Georgia",48.9,28.7,20.9,902298,6.8,7.4,8.4,7.5,6.5,13.3,14.8,14.9,6.1,5.1,6.1,2.5,0.7,22.6,14,11.2,3.2,"Gwinnett County, Georgia",12.5,5.1,18.2,"Gwinnett County, Georgia",3910,805321,0.004855206805733366,FALSE,"Gwinnett County, Georgia",1421,291547,0.004873999732461661,FALSE
13137,Georgia,GA,Habersham,0.8120421104475775,13190,16243,"Habersham County, Georgia",22018,"Habersham County, Georgia",18.7,"Habersham County, Georgia",47.3,4.1,14.5,44289,6,5.9,6.8,7.1,7.3,10.9,12.6,13,5.7,6.5,10.8,5.9,1.5,18.7,14.399999999999999,12.2,7.4,"Habersham County, Georgia",11.8,3.3,20.6,"Habersham County, Georgia",25292,43041,0.5876257521897725,FALSE,"Habersham County, Georgia",11677,18146,0.6435027003196296,FALSE
13139,Georgia,GA,Hall,0.7317877047557076,51733,70694,"Hall County, Georgia",27625,"Hall County, Georgia",24,"Hall County, Georgia",49.8,8.2,28.1,195961,6.6,7.2,7.7,6.9,6.7,13,12.8,13.6,6,5.4,8.4,4.4,1.4,21.5,13.600000000000001,11.4,5.800000000000001,"Hall County, Georgia",12.7,5,17.7,"Hall County, Georgia",36937,179684,0.20556643885933082,FALSE,"Hall County, Georgia",15481,68825,0.22493280058118417,FALSE
13141,Georgia,GA,Hancock,0.23547486033519552,843,3580,"Hancock County, Georgia",16713,"Hancock County, Georgia",8.8,"Hancock County, Georgia",60.8,73,1.9,8535,3.4,3.7,4.6,3.2,6.7,15.1,11.3,14.7,7.2,8.4,13.1,6.9,1.6,11.7,9.9,15.600000000000001,8.5,"Hancock County, Georgia",5.3,6.6,39.4,"Hancock County, Georgia",5807,9429,0.6158659454873263,FALSE,"Hancock County, Georgia",4277,5360,0.7979477611940299,FALSE
13143,Georgia,GA,Haralson,0.8439728801620147,9585,11357,"Haralson County, Georgia",24444,"Haralson County, Georgia",14,"Haralson County, Georgia",48.5,5.6,1.6,28956,6,5.9,8.1,6.5,5.4,12.3,12.2,15.2,5.8,7,9.4,4.5,1.7,20,11.9,12.8,6.2,"Haralson County, Georgia",10.4,7.6,21.1,"Haralson County, Georgia",22264,28780,0.7735927727588603,FALSE,"Haralson County, Georgia",9525,12287,0.7752095710913974,FALSE
13145,Georgia,GA,Harris,0.7233062659071627,11936,16502,"Harris County, Georgia",34511,"Harris County, Georgia",29.9,"Harris County, Georgia",50.1,18.1,3.4,33590,4.7,5.9,6.9,7.1,5.6,10,12.2,15.3,7.7,7.2,11.5,4.4,1.5,17.5,12.7,14.9,5.9,"Harris County, Georgia",9.2,6.4,22.5,"Harris County, Georgia",30962,32024,0.9668373719710217,FALSE,"Harris County, Georgia",12953,13397,0.9668582518474286,FALSE
13147,Georgia,GA,Hart,0.7201739646140161,7286,10117,"Hart County, Georgia",22361,"Hart County, Georgia",15.1,"Hart County, Georgia",49,19.3,3.7,25631,5.4,6.5,5.6,5.6,5.1,11.9,11.3,13.3,7.3,6.7,12.3,7.1,1.8,17.5,10.7,14,8.9,"Hart County, Georgia",14.1,4.6,16.6,"Hart County, Georgia",18775,25213,0.7446555348431365,FALSE,"Hart County, Georgia",9994,13007,0.7683555008841393,FALSE
13149,Georgia,GA,Heard,0.7980108927302866,3370,4223,"Heard County, Georgia",21796,"Heard County, Georgia",9.8,"Heard County, Georgia",49.2,10.8,2.7,11677,5.5,6.3,7,6.6,5.9,11.4,12.3,14.7,7.3,6.9,9.9,4.3,1.9,18.8,12.5,14.2,6.199999999999999,"Heard County, Georgia",10.4,6.6,19.5,"Heard County, Georgia",11834,11834,1,FALSE,"Heard County, Georgia",5148,5148,1,FALSE
13151,Georgia,GA,Henry,0.46295283802118137,45724,98766,"Henry County, Georgia",28274,"Henry County, Georgia",28.3,"Henry County, Georgia",47.8,44.7,6.7,221307,5.8,7.3,7.9,8.2,6.5,11.9,14.2,15.5,6.5,5.2,7.1,2.9,0.9,21,14.7,11.7,3.8,"Henry County, Georgia",11.1,13.1,21.6,"Henry County, Georgia",28250,203922,0.1385333607948137,FALSE,"Henry County, Georgia",10287,76533,0.13441260632668262,FALSE
13153,Georgia,GA,Houston,0.5897235306845986,35430,60079,"Houston County, Georgia",28196,"Houston County, Georgia",27.3,"Houston County, Georgia",48.6,32.6,6.6,151682,6.8,7.2,7.4,6.7,6.7,14.8,13,13.4,6.4,5.4,7.1,3.8,1.3,21.4,13.4,11.8,5.1,"Houston County, Georgia",11.8,4.4,21.3,"Houston County, Georgia",13937,139900,0.09962115796997856,FALSE,"Houston County, Georgia",5676,58325,0.09731675953707672,FALSE
13155,Georgia,GA,Irwin,0.7400544959128066,2716,3670,"Irwin County, Georgia",18406,"Irwin County, Georgia",14.3,"Irwin County, Georgia",51.3,30.8,1.5,9268,4.5,6.7,7.1,8.5,6.2,10.3,14.2,12.6,6,5.2,10.1,6.6,2,18.299999999999997,14.7,11.2,8.6,"Irwin County, Georgia",9.5,11.1,22.3,"Irwin County, Georgia",6172,9538,0.647095827217446,FALSE,"Irwin County, Georgia",2826,4033,0.7007190676915448,FALSE
13157,Georgia,GA,Jackson,0.8011769032732622,21784,27190,"Jackson County, Georgia",27115,"Jackson County, Georgia",21,"Jackson County, Georgia",49.3,7.9,7.4,65755,6.5,7.5,7.3,6.5,5,12.6,14.2,14.2,6.2,5.6,8.9,4.5,1.1,21.3,11.5,11.8,5.6,"Jackson County, Georgia",14.3,5.4,20.3,"Jackson County, Georgia",36300,60485,0.6001487972224518,FALSE,"Jackson County, Georgia",14380,23752,0.6054227012462109,FALSE
13159,Georgia,GA,Jasper,0.7212572373862697,4360,6045,"Jasper County, Georgia",19999,"Jasper County, Georgia",10.8,"Jasper County, Georgia",48.5,21.6,3.9,13784,5.7,7.6,6.5,6.7,5.2,10.9,12.3,13.9,7.8,6.7,10.3,5.2,1.4,19.8,11.9,14.5,6.6,"Jasper County, Georgia",10.2,6.2,18.8,"Jasper County, Georgia",11365,13900,0.8176258992805755,FALSE,"Jasper County, Georgia",5051,6153,0.8209003738013977,FALSE
13161,Georgia,GA,Jeff Davis,0.8053375196232339,4104,5096,"Jeff Davis County, Georgia",18042,"Jeff Davis County, Georgia",10,"Jeff Davis County, Georgia",49.4,17,11.7,14991,6.9,7.2,8.8,8.2,4.2,12.9,12.7,12.2,5.1,6.4,10.1,4.1,1.1,22.900000000000002,12.399999999999999,11.5,5.199999999999999,"Jeff Davis County, Georgia",10.8,12.4,17,"Jeff Davis County, Georgia",10474,15068,0.6951154765065038,FALSE,"Jeff Davis County, Georgia",4484,6488,0.6911220715166461,FALSE
