StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1,1_Util...11,1_Symbol...12,1_Bipol...13,2_Util...14,2_Symbol...15,2_Bipol...16,3_Util...17,3_Symbol...18,3_Bipol...19,4_Util...20,4_Symbol...21,4_Bipol...22,5_Util...23,5_Symbol...24,5_Bipol...25,6_Util...26,6_Symbol...27,6_Bipol...28,7_Util...29,7_Symbol...30,7_Bipol...31,8_Util...32,8_Symbol...33,8_Bipol...34,1_Util...35,1_Symbol...36,1_Bipol...37,2_Util...38,2_Symbol...39,2_Bipol...40,3_Util...41,3_Symbol...42,3_Bipol...43,4_Util...44,4_Symbol...45,4_Bipol...46,5_Util...47,5_Symbol...48,5_Bipol...49,6_Util...50,6_Symbol...51,6_Bipol...52,7_Util...53,7_Symbol...54,7_Bipol...55,8_Util...56,8_Symbol...57,8_Bipol...58,1_Util...59,1_Symbol...60,1_Bipol...61,2_Util...62,2_Symbol...63,2_Bipol...64,3_Util...65,3_Symbol...66,3_Bipol...67,4_Util...68,4_Symbol...69,4_Bipol...70,5_Util...71,5_Symbol...72,5_Bipol...73,6_Util...74,6_Symbol...75,6_Bipol...76,7_Util...77,7_Symbol...78,7_Bipol...79,8_Util...80,8_Symbol...81,8_Bipol...82,Attention1,Familiarity_1,Familiarity_2,Familiarity_3,Familiarity_4,Familiarity_5,Familiarity_6,Familiarity_7,Familiarity_8,Familiarity_9,Familiarity_10,Familiarity_11,Familiarity_12,Familiarity_13,Familiarity_14,Familiarity_15,Familiarity_16,Familiarity_17,Familiarity_18,Familiarity_19,Familiarity_20,Familiarity_21,Familiarity_22,Familiarity_23,Familiarity_24,Attention2,screenQ,Cond,dataset
2/4/21 12:40,2/4/21 14:54,0,83,8000,0,2/8/21 9:30,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,7,7,3,7,7,7,1,1,4,4,4,4,5,5,7,1,7,2,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1
4/20/21 6:22,4/20/21 6:26,0,100,198,1,4/20/21 6:26,anonymous,EN,1,4,4,4,4,4,4,4,4,4,7,4,7,4,4,4,4,4,4,4,4,4,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,1,7,7,1,7,1,1,1,7,1,2,2,2
4/20/21 6:22,4/20/21 6:26,0,100,231,1,4/20/21 6:26,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,7,7,4,4,7,7,7,1,1,1,7,7,4,4,4,7,4,7,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,7,7,7,1,1,1,7,7,7,7,1,7,7,1,7,1,1,1,7,1,2,3,2
4/20/21 6:22,4/20/21 6:27,0,100,301,1,4/20/21 6:27,anonymous,EN,1,6,4,1,7,6,4,1,7,7,6,2,1,2,7,7,7,2,1,7,4,1,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,5,1,1,7,1,2,1,4,7,7,1,7,1,1,1,7,1,2,2,2
4/20/21 7:16,4/20/21 7:22,0,100,364,1,4/20/21 7:22,anonymous,EN,1,5,3,2,5,5,4,4,7,6,7,2,1,4,5,4,7,1,1,7,2,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,6,7,4,7,7,6,4,6,6,1,4,2,6,7,5,4,6,2,3,2,6,1,2,1,2
4/20/21 7:25,4/20/21 7:31,0,100,359,1,4/20/21 7:31,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,5,5,1,7,7,7,1,1,1,7,7,7,1,1,7,1,1,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,6,6,3,7,6,6,7,3,7,7,3,7,2,6,2,7,1,2,3,2
4/20/21 7:37,4/20/21 7:40,0,100,193,1,4/20/21 7:40,anonymous,EN,1,6,5,5,6,6,5,7,7,7,6,5,4,4,5,4,6,5,5,5,3,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,7,6,7,7,7,7,6,7,7,7,6,7,7,7,7,6,7,7,7,7,6,1,2,1,2
4/20/21 7:38,4/20/21 7:41,0,100,229,1,4/20/21 7:41,anonymous,EN,1,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,4,4,7,7,7,4,7,7,7,4,7,4,7,4,7,1,2,2,2
4/20/21 7:38,4/20/21 7:43,0,100,323,1,4/20/21 7:43,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,7,7,4,7,4,7,1,1,4,7,7,7,4,4,7,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,4,4,7,7,1,7,7,7,7,4,7,7,4,7,4,4,4,7,1,2,3,2
4/20/21 7:38,4/20/21 7:44,0,100,329,1,4/20/21 7:44,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,6,2,2,2,7,7,4,7,4,1,7,7,7,1,2,7,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,7,2,7,6,5,5,2,7,6,4,4,6,1,7,5,6,7,1,3,4,5,1,2,3,2
4/20/21 7:30,4/20/21 7:48,0,100,1084,1,4/20/21 7:48,anonymous,EN,1,6,1,7,2,5,5,2,6,6,6,1,7,2,5,6,7,1,7,7,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,6,3,1,7,7,7,5,7,7,7,1,7,1,1,1,7,1,2,1,2
4/20/21 7:41,4/20/21 7:49,0,100,455,1,4/20/21 7:49,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,3,4,4,4,5,5,6,2,6,4,4,4,6,2,2,6,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,4,4,7,7,4,7,7,4,4,3,7,2,4,4,7,1,2,3,2
4/20/21 7:37,4/20/21 7:52,0,100,887,1,4/20/21 7:52,anonymous,EN,1,3,4,3,4,4,4,5,5,5,5,3,2,4,5,7,4,4,4,4,4,5,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,5,6,5,6,6,5,7,3,5,7,5,4,5,5,1,3,7,2,2,2,6,1,2,1,2
4/20/21 8:22,4/20/21 8:26,0,100,217,1,4/20/21 8:26,anonymous,EN,1,5,1,2,2,6,2,3,7,6,7,1,1,3,7,6,7,1,1,7,1,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,3,1,4,7,3,7,2,1,7,5,3,7,2,7,2,7,1,2,1,2
4/20/21 9:03,4/20/21 9:08,0,100,301,1,4/20/21 9:08,anonymous,EN,1,7,1,1,6,6,5,1,7,7,7,1,1,3,7,6,7,3,2,7,7,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,1,7,1,4,1,7,1,2,2,2
4/20/21 11:03,4/20/21 11:06,0,100,195,1,4/20/21 11:06,anonymous,EN,1,7,1,1,6,6,4,5,7,5,7,1,1,1,7,7,7,1,1,7,1,1,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,5,3,7,7,7,7,3,7,7,2,7,1,2,7,7,1,2,2,2
4/20/21 12:21,4/20/21 12:35,0,100,864,1,4/20/21 12:36,anonymous,EN,1,6,2,1,4,5,5,6,7,4,7,5,4,4,6,6,7,5,4,7,3,3,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,7,7,7,5,5,7,3,3,3,7,7,5,5,6,5,3,3,7,3,3,3,5,1,2,1,2
4/20/21 14:20,4/20/21 14:25,0,100,256,1,4/20/21 14:25,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,5,5,3,4,6,6,6,3,2,4,6,6,6,3,2,7,1,7,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,7,7,7,6,5,4,7,4,7,7,4,7,7,4,7,3,3,4,7,1,1,3,2
4/20/21 15:14,4/20/21 15:16,0,100,114,1,4/20/21 15:16,anonymous,EN,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2
4/20/21 15:17,4/20/21 15:20,0,100,204,1,4/20/21 15:20,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,4,7,5,7,4,5,3,7,4,7,3,6,4,2,6,5,7,7,7,7,7,7,2,1,3,2
4/20/21 15:17,4/20/21 15:21,0,100,237,1,4/20/21 15:21,anonymous,EN,1,7,1,1,7,7,4,1,7,6,7,1,1,2,1,7,7,1,1,7,1,1,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,7,6,7,1,1,1,7,1,6,7,5,7,7,1,7,1,4,1,7,1,2,1,2
4/20/21 7:37,4/20/21 15:27,0,100,28194,1,4/20/21 15:27,anonymous,EN,1,7,3,4,5,5,3,5,3,5,7,5,4,4,4,4,7,2,5,7,6,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,7,6,6,6,6,6,1,1,6,7,4,1,4,6,7,7,1,6,4,6,6,6,2,2,2,2
4/20/21 15:25,4/20/21 15:29,0,100,245,1,4/20/21 15:29,anonymous,EN,1,4,4,4,1,7,7,2,7,7,7,1,1,1,7,7,7,7,3,7,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,7,4,7,7,4,7,5,7,7,3,7,3,3,3,7,1,2,1,2
4/20/21 16:09,4/20/21 16:12,0,100,214,1,4/20/21 16:12,anonymous,EN,1,7,1,1,4,4,4,2,7,7,7,1,1,1,7,7,7,1,1,7,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,2,2,2,7,2,7,2,2,7,7,2,7,2,2,2,7,1,2,2,2
4/20/21 18:02,4/20/21 18:07,0,100,304,1,4/20/21 18:07,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,6,4,2,6,2,7,1,1,3,7,6,7,1,1,7,1,2,2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,1,4,7,7,1,5,5,6,6,3,7,1,1,2,6,1,2,3,2
4/20/21 18:22,4/20/21 18:27,0,100,322,1,4/20/21 18:27,anonymous,EN,1,5,2,2,6,6,4,4,7,7,6,4,2,4,6,6,7,4,1,6,1,1,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,3,6,5,7,2,1,1,6,1,4,5,7,7,7,1,6,1,4,1,7,1,2,2,2
4/21/21 10:04,4/21/21 10:07,0,100,152,1,4/21/21 10:07,anonymous,EN,1,7,1,1,4,7,7,4,7,7,7,1,1,4,7,7,7,1,1,7,1,1,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,4,7,4,4,7,7,1,1,1,2
4/21/21 10:05,4/21/21 10:14,0,100,545,1,4/21/21 10:14,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,4,4,2,6,6,7,1,1,1,7,7,7,1,2,7,1,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,7,7,7,7,4,2,7,2,5,7,4,7,7,2,7,2,7,2,7,1,2,3,2
4/21/21 11:48,4/21/21 11:52,0,100,280,1,4/21/21 11:52,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,3,4,4,7,6,7,1,1,3,7,7,7,1,1,7,1,1,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,4,7,7,3,7,5,7,7,7,7,7,5,5,4,7,1,2,3,2
4/21/21 12:17,4/21/21 12:20,0,100,182,1,4/21/21 12:20,anonymous,EN,1,7,1,1,3,6,5,4,7,6,7,1,7,4,7,6,7,1,7,6,2,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,6,7,7,7,7,6,7,6,6,7,5,7,7,7,7,6,6,5,7,1,2,1,2
4/21/21 14:38,4/21/21 14:43,0,100,291,1,4/21/21 14:43,anonymous,EN,1,7,1,1,1,7,7,1,7,7,7,1,1,1,7,7,7,4,2,6,3,2,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,3,7,7,7,2,2,4,7,1,6,7,4,6,7,4,7,2,2,2,7,1,2,2,2
4/21/21 15:04,4/21/21 15:16,0,100,715,1,4/21/21 15:16,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,5,5,4,2,6,6,6,5,3,2,6,5,6,3,5,6,3,2,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,7,6,6,6,6,6,4,2,6,2,5,2,2,6,6,5,5,1,3,3,6,1,2,3,2
4/20/21 8:56,4/21/21 16:18,0,100,112949,1,4/21/21 16:18,anonymous,EN,1,6,1,1,5,4,4,4,6,7,7,1,1,1,7,7,7,1,1,7,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,4,7,7,7,3,3,7,7,7,5,7,7,7,2,5,1,4,1,7,1,2,2,2
4/22/21 9:09,4/22/21 9:14,0,100,288,1,4/22/21 9:14,anonymous,EN,1,7,2,1,5,6,4,4,7,6,5,3,2,1,6,6,6,3,2,6,2,2,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,7,6,2,4,5,5,1,4,6,6,2,4,2,2,6,5,4,6,1,4,2,6,1,2,1,2
4/22/21 11:13,4/22/21 11:20,0,100,421,1,4/22/21 11:20,anonymous,EN,1,7,1,1,5,5,4,5,7,5,7,1,1,2,7,5,7,1,1,7,1,1,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,1,5,7,1,5,3,7,7,7,1,7,1,7,6,7,1,2,2,2
4/22/21 12:06,4/22/21 12:10,0,100,237,1,4/22/21 12:10,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,7,4,3,4,7,5,7,2,1,4,4,4,7,2,1,6,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,7,5,7,7,7,7,7,1,7,6,7,7,7,6,7,1,7,2,6,1,2,3,2
4/22/21 17:54,4/22/21 18:01,0,100,372,1,4/22/21 18:01,anonymous,EN,1,6,1,1,2,6,5,4,6,5,5,2,1,2,7,6,6,2,5,6,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,4,5,7,7,1,7,6,7,6,7,7,7,1,2,1,7,1,2,1,2
4/22/21 22:20,4/22/21 22:33,0,100,770,1,4/22/21 22:33,anonymous,EN,1,7,4,3,5,7,5,7,7,4,6,4,3,5,7,5,7,4,3,7,4,3,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,5,7,4,6,5,5,7,7,5,7,4,6,4,7,1,2,1,2
4/22/21 22:33,4/22/21 22:41,0,100,429,1,4/22/21 22:41,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,5,7,5,5,7,5,7,4,3,5,7,5,7,4,1,5,4,3,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,5,7,7,7,5,7,5,7,5,5,7,7,5,7,5,7,5,7,1,1,3,2
4/23/21 7:48,4/23/21 7:52,0,100,200,1,4/23/21 7:52,anonymous,EN,1,5,2,2,4,4,5,5,5,4,5,3,4,6,6,1,5,3,1,5,2,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,7,4,1,1,1,1,2,2,2
4/23/21 8:52,4/23/21 8:57,0,100,281,1,4/23/21 8:57,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,7,7,3,3,7,7,1,1,3,3,6,7,1,1,7,1,1,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,5,5,5,7,5,7,5,7,6,7,7,7,5,7,2,1,2,7,1,2,3,2
4/23/21 16:52,4/23/21 16:54,0,100,131,1,4/23/21 16:54,anonymous,EN,1,7,1,1,3,7,7,4,7,4,7,2,1,4,7,4,7,2,1,7,2,1,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,6,6,7,7,6,7,6,7,6,7,6,7,7,7,7,7,6,7,6,5,6,6,1,1,1,2
4/24/21 12:24,4/24/21 12:27,0,100,180,1,4/24/21 12:27,anonymous,EN,1,7,1,1,6,6,4,4,7,6,7,1,1,4,7,7,7,1,1,2,2,4,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,7,7,7,7,7,2,7,1,6,4,7,7,7,4,6,1,4,2,7,1,2,2,2
